admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id
Haut-Katanga,Mitwaba,Katanga Kivu,4521,-8.89,26.87,légumineuses et noix,haricots,50
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,céréales et tubercules,manioc (cossettes),302
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,céréales et tubercules,farine de manioc,74
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,céréales et tubercules,maïs,51
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,céréales et tubercules,semoule de maïs,54
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,céréales et tubercules,semoule de maïs importée,574
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,céréales et tubercules,pommes de terre,83
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,céréales et tubercules,riz importé,64
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,céréales et tubercules,riz local,71
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,céréales et tubercules,patates douces,87
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,céréales et tubercules,farine de blé,58
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,"viande, poisson et œufs",poisson frais,401
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,"viande, poisson et œufs",poisson salé,301
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,"viande, poisson et œufs",poisson fumé,300
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,"viande, poisson et œufs",viande de bœuf,141
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,"viande, poisson et œufs","viande de chèvre, avec os",236
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,"viande, poisson et œufs",viande de porc,140
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,aliments divers,sel,185
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,aliments divers,sucre,97
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,non alimentaire,taux de change (non officiel),473
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,non alimentaire,carburant (essence),285
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,non alimentaire,transport en commun (moto),692
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,huiles et matières grasses,huile de palme,62
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,huiles et matières grasses,huile végétale,96
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,légumineuses et noix,haricots,50
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,légumes et fruits,plantains,147
Haut-Uele,Aba,Aba,2271,3.87,30.23,non alimentaire,taux de change (non officiel),473
Haut-Uele,Faradje,Bele,2798,3.59,30.17,non alimentaire,taux de change (non officiel),473
Ituri,Aru,Biringi,2273,2.8,30.34,non alimentaire,taux de change (non officiel),473
Ituri,Aru city,Aru,2274,2.86,30.82,non alimentaire,taux de change (non officiel),473
Ituri,Bunia,Bunia,151,1.57,30.25,non alimentaire,taux de change (non officiel),473
Ituri,Djugu,Bule,2791,1.55,30.3,non alimentaire,taux de change (non officiel),473
Ituri,Djugu,Largu,2792,1.44,30.33,non alimentaire,taux de change (non officiel),473
Ituri,Djugu,Mahagi,2794,1.98,30.58,non alimentaire,taux de change (non officiel),473
Ituri,Djugu,Simbi,9039,1.66,30.51,céréales et tubercules,manioc (cossettes),302
Ituri,Djugu,Simbi,9039,1.66,30.51,céréales et tubercules,farine de manioc,74
Ituri,Djugu,Simbi,9039,1.66,30.51,céréales et tubercules,maïs,51
Ituri,Djugu,Simbi,9039,1.66,30.51,céréales et tubercules,semoule de maïs,54
Ituri,Djugu,Simbi,9039,1.66,30.51,céréales et tubercules,semoule de maïs importée,574
Ituri,Djugu,Simbi,9039,1.66,30.51,céréales et tubercules,pommes de terre,83
Ituri,Djugu,Simbi,9039,1.66,30.51,céréales et tubercules,riz importé,64
Ituri,Djugu,Simbi,9039,1.66,30.51,céréales et tubercules,riz local,71
Ituri,Djugu,Simbi,9039,1.66,30.51,céréales et tubercules,patates douces,87
Ituri,Djugu,Simbi,9039,1.66,30.51,céréales et tubercules,farine de blé,58
Ituri,Djugu,Simbi,9039,1.66,30.51,"viande, poisson et œufs",poisson frais,401
Ituri,Djugu,Simbi,9039,1.66,30.51,"viande, poisson et œufs",poisson salé,301
Ituri,Djugu,Simbi,9039,1.66,30.51,"viande, poisson et œufs",poisson fumé,300
Ituri,Djugu,Simbi,9039,1.66,30.51,"viande, poisson et œufs",viande de bœuf,141
Ituri,Djugu,Simbi,9039,1.66,30.51,"viande, poisson et œufs","viande de chèvre, avec os",236
Ituri,Djugu,Simbi,9039,1.66,30.51,"viande, poisson et œufs",viande de porc,140
Ituri,Djugu,Simbi,9039,1.66,30.51,aliments divers,sel,185
Ituri,Djugu,Simbi,9039,1.66,30.51,aliments divers,sucre,97
Ituri,Djugu,Simbi,9039,1.66,30.51,non alimentaire,taux de change (non officiel),473
Ituri,Djugu,Simbi,9039,1.66,30.51,non alimentaire,carburant (essence),285
Ituri,Djugu,Simbi,9039,1.66,30.51,non alimentaire,transport en commun (moto),692
Ituri,Djugu,Simbi,9039,1.66,30.51,huiles et matières grasses,huile de palme,62
Ituri,Djugu,Simbi,9039,1.66,30.51,huiles et matières grasses,huile végétale,96
Ituri,Djugu,Simbi,9039,1.66,30.51,légumineuses et noix,haricots,50
Ituri,Djugu,Simbi,9039,1.66,30.51,légumineuses et noix,arachides décortiquées,119
Ituri,Djugu,Simbi,9039,1.66,30.51,légumes et fruits,plantains,147
Ituri,Irumu,Kasenyi,2797,1.39,30.44,non alimentaire,taux de change (non officiel),473
Ituri,Irumu,Tchomia,2796,1.45,30.46,non alimentaire,taux de change (non officiel),473
Ituri,Mahagi,Aungba,9048,2.55,30.51,céréales et tubercules,manioc (cossettes),302
Ituri,Mahagi,Aungba,9048,2.55,30.51,céréales et tubercules,farine de manioc,74
Ituri,Mahagi,Aungba,9048,2.55,30.51,céréales et tubercules,maïs,51
Ituri,Mahagi,Aungba,9048,2.55,30.51,céréales et tubercules,semoule de maïs,54
Ituri,Mahagi,Aungba,9048,2.55,30.51,céréales et tubercules,semoule de maïs importée,574
Ituri,Mahagi,Aungba,9048,2.55,30.51,céréales et tubercules,pommes de terre,83
Ituri,Mahagi,Aungba,9048,2.55,30.51,céréales et tubercules,riz importé,64
Ituri,Mahagi,Aungba,9048,2.55,30.51,céréales et tubercules,riz local,71
Ituri,Mahagi,Aungba,9048,2.55,30.51,céréales et tubercules,patates douces,87
Ituri,Mahagi,Aungba,9048,2.55,30.51,céréales et tubercules,farine de blé,58
Ituri,Mahagi,Aungba,9048,2.55,30.51,"viande, poisson et œufs",poisson frais,401
Ituri,Mahagi,Aungba,9048,2.55,30.51,"viande, poisson et œufs",poisson salé,301
Ituri,Mahagi,Aungba,9048,2.55,30.51,"viande, poisson et œufs",poisson fumé,300
Ituri,Mahagi,Aungba,9048,2.55,30.51,"viande, poisson et œufs",viande de bœuf,141
Ituri,Mahagi,Aungba,9048,2.55,30.51,"viande, poisson et œufs","viande de chèvre, avec os",236
Ituri,Mahagi,Aungba,9048,2.55,30.51,"viande, poisson et œufs",viande de porc,140
Ituri,Mahagi,Aungba,9048,2.55,30.51,aliments divers,sel,185
Ituri,Mahagi,Aungba,9048,2.55,30.51,aliments divers,sucre,97
Ituri,Mahagi,Aungba,9048,2.55,30.51,non alimentaire,taux de change (non officiel),473
Ituri,Mahagi,Aungba,9048,2.55,30.51,non alimentaire,carburant (essence),285
Ituri,Mahagi,Aungba,9048,2.55,30.51,non alimentaire,transport en commun (moto),692
Ituri,Mahagi,Aungba,9048,2.55,30.51,huiles et matières grasses,huile de palme,62
Ituri,Mahagi,Aungba,9048,2.55,30.51,huiles et matières grasses,huile végétale,96
Ituri,Mahagi,Aungba,9048,2.55,30.51,légumineuses et noix,haricots,50
Ituri,Mahagi,Aungba,9048,2.55,30.51,légumineuses et noix,arachides décortiquées,119
Ituri,Mahagi,Aungba,9048,2.55,30.51,légumes et fruits,plantains,147
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,céréales et tubercules,manioc (cossettes),302
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,céréales et tubercules,farine de manioc,74
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,céréales et tubercules,maïs,51
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,céréales et tubercules,semoule de maïs,54
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,céréales et tubercules,semoule de maïs importée,574
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,céréales et tubercules,pommes de terre,83
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,céréales et tubercules,riz importé,64
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,céréales et tubercules,riz local,71
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,céréales et tubercules,patates douces,87
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,céréales et tubercules,farine de blé,58
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,"viande, poisson et œufs",poisson frais,401
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,"viande, poisson et œufs",poisson salé,301
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,"viande, poisson et œufs",poisson fumé,300
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,"viande, poisson et œufs",viande de bœuf,141
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,"viande, poisson et œufs","viande de chèvre, avec os",236
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,"viande, poisson et œufs",viande de porc,140
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,aliments divers,sel,185
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,aliments divers,sucre,97
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,non alimentaire,taux de change (non officiel),473
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,non alimentaire,carburant (essence),285
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,non alimentaire,transport en commun (moto),692
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,huiles et matières grasses,huile de palme,62
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,huiles et matières grasses,huile végétale,96
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,légumineuses et noix,haricots,50
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,légumineuses et noix,arachides décortiquées,119
Ituri,Mahagi,Djalasiga,8775,2.59,30.55,légumes et fruits,plantains,147
Ituri,Mahagi,Ngote,9038,2.22,30.79,céréales et tubercules,manioc (cossettes),302
Ituri,Mahagi,Ngote,9038,2.22,30.79,céréales et tubercules,farine de manioc,74
Ituri,Mahagi,Ngote,9038,2.22,30.79,céréales et tubercules,maïs,51
Ituri,Mahagi,Ngote,9038,2.22,30.79,céréales et tubercules,semoule de maïs,54
Ituri,Mahagi,Ngote,9038,2.22,30.79,céréales et tubercules,semoule de maïs importée,574
Ituri,Mahagi,Ngote,9038,2.22,30.79,céréales et tubercules,pommes de terre,83
Ituri,Mahagi,Ngote,9038,2.22,30.79,céréales et tubercules,riz importé,64
Ituri,Mahagi,Ngote,9038,2.22,30.79,céréales et tubercules,riz local,71
Ituri,Mahagi,Ngote,9038,2.22,30.79,céréales et tubercules,patates douces,87
Ituri,Mahagi,Ngote,9038,2.22,30.79,céréales et tubercules,farine de blé,58
Ituri,Mahagi,Ngote,9038,2.22,30.79,"viande, poisson et œufs",poisson frais,401
Ituri,Mahagi,Ngote,9038,2.22,30.79,"viande, poisson et œufs",poisson salé,301
Ituri,Mahagi,Ngote,9038,2.22,30.79,"viande, poisson et œufs",poisson fumé,300
Ituri,Mahagi,Ngote,9038,2.22,30.79,"viande, poisson et œufs",viande de bœuf,141
Ituri,Mahagi,Ngote,9038,2.22,30.79,"viande, poisson et œufs","viande de chèvre, avec os",236
Ituri,Mahagi,Ngote,9038,2.22,30.79,"viande, poisson et œufs",viande de porc,140
Ituri,Mahagi,Ngote,9038,2.22,30.79,aliments divers,sel,185
Ituri,Mahagi,Ngote,9038,2.22,30.79,aliments divers,sucre,97
Ituri,Mahagi,Ngote,9038,2.22,30.79,non alimentaire,taux de change (non officiel),473
Ituri,Mahagi,Ngote,9038,2.22,30.79,non alimentaire,carburant (essence),285
Ituri,Mahagi,Ngote,9038,2.22,30.79,non alimentaire,transport en commun (moto),692
Ituri,Mahagi,Ngote,9038,2.22,30.79,huiles et matières grasses,huile de palme,62
Ituri,Mahagi,Ngote,9038,2.22,30.79,huiles et matières grasses,huile végétale,96
Ituri,Mahagi,Ngote,9038,2.22,30.79,légumineuses et noix,haricots,50
Ituri,Mahagi,Ngote,9038,2.22,30.79,légumineuses et noix,arachides décortiquées,119
Ituri,Mahagi,Ngote,9038,2.22,30.79,légumes et fruits,plantains,147
Ituri,Mahagi,Ramogi,4524,2.04,31.06,céréales et tubercules,manioc (cossettes),302
Ituri,Mahagi,Ramogi,4524,2.04,31.06,céréales et tubercules,farine de manioc,74
Ituri,Mahagi,Ramogi,4524,2.04,31.06,céréales et tubercules,maïs,51
Ituri,Mahagi,Ramogi,4524,2.04,31.06,céréales et tubercules,semoule de maïs,54
Ituri,Mahagi,Ramogi,4524,2.04,31.06,céréales et tubercules,semoule de maïs importée,574
Ituri,Mahagi,Ramogi,4524,2.04,31.06,céréales et tubercules,pommes de terre,83
Ituri,Mahagi,Ramogi,4524,2.04,31.06,céréales et tubercules,riz importé,64
Ituri,Mahagi,Ramogi,4524,2.04,31.06,céréales et tubercules,riz local,71
Ituri,Mahagi,Ramogi,4524,2.04,31.06,céréales et tubercules,patates douces,87
Ituri,Mahagi,Ramogi,4524,2.04,31.06,céréales et tubercules,farine de blé,58
Ituri,Mahagi,Ramogi,4524,2.04,31.06,"viande, poisson et œufs",poisson frais,401
Ituri,Mahagi,Ramogi,4524,2.04,31.06,"viande, poisson et œufs",poisson salé,301
Ituri,Mahagi,Ramogi,4524,2.04,31.06,"viande, poisson et œufs",poisson fumé,300
Ituri,Mahagi,Ramogi,4524,2.04,31.06,"viande, poisson et œufs",viande de bœuf,141
Ituri,Mahagi,Ramogi,4524,2.04,31.06,"viande, poisson et œufs","viande de chèvre, avec os",236
Ituri,Mahagi,Ramogi,4524,2.04,31.06,"viande, poisson et œufs",viande de porc,140
Ituri,Mahagi,Ramogi,4524,2.04,31.06,aliments divers,sel,185
Ituri,Mahagi,Ramogi,4524,2.04,31.06,aliments divers,sucre,97
Ituri,Mahagi,Ramogi,4524,2.04,31.06,non alimentaire,taux de change (non officiel),473
Ituri,Mahagi,Ramogi,4524,2.04,31.06,non alimentaire,carburant (essence),285
Ituri,Mahagi,Ramogi,4524,2.04,31.06,non alimentaire,transport en commun (moto),692
Ituri,Mahagi,Ramogi,4524,2.04,31.06,huiles et matières grasses,huile de palme,62
Ituri,Mahagi,Ramogi,4524,2.04,31.06,huiles et matières grasses,huile végétale,96
Ituri,Mahagi,Ramogi,4524,2.04,31.06,légumineuses et noix,haricots,50
Ituri,Mahagi,Ramogi,4524,2.04,31.06,légumineuses et noix,arachides décortiquées,119
Ituri,Mahagi,Ramogi,4524,2.04,31.06,légumes et fruits,plantains,147
Ituri,Mambasa,Komanda,2795,1.22,29.45,non alimentaire,taux de change (non officiel),473
Ituri,Mambasa,Mambasa,2793,1.22,29.45,non alimentaire,taux de change (non officiel),473
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,céréales et tubercules,manioc (cossettes),302
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,céréales et tubercules,farine de manioc,74
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,céréales et tubercules,maïs,51
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,céréales et tubercules,semoule de maïs,54
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,céréales et tubercules,semoule de maïs importée,574
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,céréales et tubercules,pommes de terre,83
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,céréales et tubercules,riz importé,64
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,céréales et tubercules,riz local,71
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,céréales et tubercules,patates douces,87
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,céréales et tubercules,farine de blé,58
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,"viande, poisson et œufs",poisson frais,401
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,"viande, poisson et œufs",poisson salé,301
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,"viande, poisson et œufs",poisson fumé,300
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,"viande, poisson et œufs",viande de bœuf,141
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,"viande, poisson et œufs","viande de chèvre, avec os",236
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,"viande, poisson et œufs",viande de porc,140
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,aliments divers,sel,185
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,aliments divers,sucre,97
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,non alimentaire,taux de change (non officiel),473
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,non alimentaire,carburant (essence),285
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,non alimentaire,transport en commun (moto),692
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,huiles et matières grasses,huile de palme,62
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,huiles et matières grasses,huile végétale,96
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,légumineuses et noix,haricots,50
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,légumineuses et noix,arachides décortiquées,119
Ituri,Mambasa,Nia-Nia,9040,1.41,27.61,légumes et fruits,plantains,147
Kasai,Kamonia,Kamalenga,2267,-6.46,20.79,non alimentaire,taux de change (non officiel),473
Kasai,Kamonia,Kamonia,3215,-6.88,20.92,non alimentaire,taux de change (non officiel),473
Kasai,Kamonia,Kamwesha,2266,-6.22,21.42,non alimentaire,taux de change (non officiel),473
Kasai,Kamonia,Mutena,2420,-6.46,20.79,non alimentaire,taux de change (non officiel),473
Kasai,Luebo,Ndjoko Punda,3040,-5.45,21.0,non alimentaire,taux de change (non officiel),473
Kasai,Luebo city,Luebo,3216,-5.35,21.42,non alimentaire,taux de change (non officiel),473
Kasai,Mweka,Kakenge,9041,-4.87,21.91,céréales et tubercules,manioc (cossettes),302
Kasai,Mweka,Kakenge,9041,-4.87,21.91,céréales et tubercules,farine de manioc,74
Kasai,Mweka,Kakenge,9041,-4.87,21.91,céréales et tubercules,maïs,51
Kasai,Mweka,Kakenge,9041,-4.87,21.91,céréales et tubercules,semoule de maïs,54
Kasai,Mweka,Kakenge,9041,-4.87,21.91,céréales et tubercules,riz importé,64
Kasai,Mweka,Kakenge,9041,-4.87,21.91,céréales et tubercules,riz local,71
Kasai,Mweka,Kakenge,9041,-4.87,21.91,céréales et tubercules,patates douces,87
Kasai,Mweka,Kakenge,9041,-4.87,21.91,céréales et tubercules,farine de blé,58
Kasai,Mweka,Kakenge,9041,-4.87,21.91,"viande, poisson et œufs",poisson frais,401
Kasai,Mweka,Kakenge,9041,-4.87,21.91,"viande, poisson et œufs",poisson salé,301
Kasai,Mweka,Kakenge,9041,-4.87,21.91,"viande, poisson et œufs",poisson fumé,300
Kasai,Mweka,Kakenge,9041,-4.87,21.91,"viande, poisson et œufs",viande de bœuf,141
Kasai,Mweka,Kakenge,9041,-4.87,21.91,"viande, poisson et œufs","viande de chèvre, avec os",236
Kasai,Mweka,Kakenge,9041,-4.87,21.91,"viande, poisson et œufs",viande de porc,140
Kasai,Mweka,Kakenge,9041,-4.87,21.91,aliments divers,sel,185
Kasai,Mweka,Kakenge,9041,-4.87,21.91,aliments divers,sucre,97
Kasai,Mweka,Kakenge,9041,-4.87,21.91,non alimentaire,taux de change (non officiel),473
Kasai,Mweka,Kakenge,9041,-4.87,21.91,non alimentaire,carburant (essence),285
Kasai,Mweka,Kakenge,9041,-4.87,21.91,non alimentaire,transport en commun (moto),692
Kasai,Mweka,Kakenge,9041,-4.87,21.91,huiles et matières grasses,huile de palme,62
Kasai,Mweka,Kakenge,9041,-4.87,21.91,huiles et matières grasses,huile végétale,96
Kasai,Mweka,Kakenge,9041,-4.87,21.91,légumineuses et noix,haricots,50
Kasai,Mweka,Kakenge,9041,-4.87,21.91,légumes et fruits,plantains,147
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,céréales et tubercules,farine de manioc,74
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,céréales et tubercules,maïs,51
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,céréales et tubercules,semoule de maïs,54
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,céréales et tubercules,riz local,71
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,"viande, poisson et œufs",poisson frais,401
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,"viande, poisson et œufs",poisson salé,301
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,"viande, poisson et œufs","viande de chèvre, avec os",236
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,"viande, poisson et œufs",viande de porc,140
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,aliments divers,sel,185
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,aliments divers,sucre,97
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,non alimentaire,taux de change (non officiel),473
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,huiles et matières grasses,huile de palme,62
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,huiles et matières grasses,huile végétale,96
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,légumineuses et noix,haricots,50
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,légumes et fruits,plantains,147
Kasai-Central,Dibaya,Bunkonde Centre,3217,-6.31,22.52,non alimentaire,taux de change (non officiel),473
Kasai-Central,Dimbelenge,Mwetshi,2275,-4.73,22.64,non alimentaire,taux de change (non officiel),473
Kasai-Central,Kananga,Kananga,1602,-5.9,22.42,non alimentaire,taux de change (non officiel),473
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,céréales et tubercules,farine de manioc,74
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,céréales et tubercules,maïs,51
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,céréales et tubercules,semoule de maïs,54
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,céréales et tubercules,riz local,71
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,"viande, poisson et œufs",poisson frais,401
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,"viande, poisson et œufs",poisson salé,301
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,"viande, poisson et œufs","viande de chèvre, avec os",236
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,"viande, poisson et œufs",viande de porc,140
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,aliments divers,sel,185
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,aliments divers,sucre,97
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,non alimentaire,taux de change (non officiel),473
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,huiles et matières grasses,huile de palme,62
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,légumineuses et noix,haricots,50
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,légumes et fruits,plantains,147
Kasai-Central,Luiza,Luiza Centre,3219,-7.2,22.4,non alimentaire,taux de change (non officiel),473
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,céréales et tubercules,farine de manioc,74
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,céréales et tubercules,maïs,51
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,céréales et tubercules,semoule de maïs,54
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,céréales et tubercules,riz local,71
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,"viande, poisson et œufs",poisson frais,401
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,"viande, poisson et œufs",poisson salé,301
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,"viande, poisson et œufs","viande de chèvre, avec os",236
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,"viande, poisson et œufs",viande de porc,140
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,aliments divers,sel,185
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,aliments divers,sucre,97
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,non alimentaire,taux de change (non officiel),473
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,huiles et matières grasses,huile de palme,62
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,huiles et matières grasses,huile végétale,96
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,légumineuses et noix,haricots,50
Kasai-Central,Tshimbulu,Tshimbulu,4523,-6.47,22.87,légumes et fruits,plantains,147
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,céréales et tubercules,farine de manioc,74
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,céréales et tubercules,maïs,51
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,céréales et tubercules,semoule de maïs,54
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,céréales et tubercules,riz local,71
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,"viande, poisson et œufs",poisson frais,401
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,"viande, poisson et œufs",poisson salé,301
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,"viande, poisson et œufs","viande de chèvre, avec os",236
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,"viande, poisson et œufs",viande de porc,140
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,aliments divers,sel,185
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,aliments divers,sucre,97
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,non alimentaire,taux de change (non officiel),473
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,huiles et matières grasses,huile de palme,62
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,huiles et matières grasses,huile végétale,96
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,légumineuses et noix,haricots,50
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,légumes et fruits,plantains,147
Kasai-Oriental,Tshilenge city,Tshilenge,4147,-6.24,23.76,céréales et tubercules,farine de manioc,74
Kasai-Oriental,Tshilenge city,Tshilenge,4147,-6.24,23.76,céréales et tubercules,maïs,51
Kasai-Oriental,Tshilenge city,Tshilenge,4147,-6.24,23.76,céréales et tubercules,semoule de maïs,54
